,Title,Type,Price,Location,Bathrooms,Size,Purpose,Bedrooms,Property Added
142,WEST OPEN ULTRA MODERN STYLE HOUSE IN PRIME LOCATION OF GULSHAN-E-IQBAL BLOCK 7,House,PKR9.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,500 Sq. Yd.,For Sale,8,1 day ago
143,Gohar Complex Flat For Sale,Flat,PKR1 Crore,"Malir, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,1 day ago
144,2 Bed Brand New Apartment For Sale,Flat,PKR1.05 Crore,"Malir, Karachi, Sindh",3,117 Sq. Yd.,For Sale,2,1 day ago
145,1100 Square Feet's Apartments Up For Sale In Bahria Town Karachi Bahria Heights,Flat,PKR65 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,1 day ago
146,2950 Square Feet's Apartments Up For Sale In Bahria Town Karachi Precinct 19 ( Bahria Apartments ),Flat,PKR2.5 Crore,"Bahria Town Karachi, Karachi, Sindh",4,328 Sq. Yd.,For Sale,4,1 day ago
147,250 Yards Townhouse For Sale In Clifton Block 5,House,PKR7.5 Crore,"Clifton, Karachi, Sindh",5,250 Sq. Yd.,For Sale,4,1 day ago
148,250 Yards Townhouse For Sale In Clifton Block 5,House,PKR8.5 Crore,"Clifton, Karachi, Sindh",5,250 Sq. Yd.,For Sale,4,1 day ago
149,120 Sq Yards Bungalow For Sale,House,PKR1.05 Crore,"Malir, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,1 day ago
150,Prime Location 350 Square Yards House For Sale In Bahria Sports City,House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,3 days ago
151,Prime Location Bahria Town - Precinct 31 House Sized 235 Square Yards Is Available,House,PKR1.28 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,3 days ago
152,235 Square Yards House Up For Sale In Bahria Town Karachi Precinct 27,House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,4 days ago
153,350 Square Yards House Up For Sale In Bahria Town Karachi Precinct 35 ( Sports City Villa ),House,PKR1.92 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,4 days ago
154,200 Square Yards House Up For Sale In Bahria Town Karachi Precinct 10-A,House,PKR1.72 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago
155,House For Sale,House,PKR4.5 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,7,1 day ago
156,10 Bed Rooms 1000 Square Yard West Open House For Sale In Dha Phase 5,House,PKR29 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,10,1 day ago
157,DHA PHASE 4 BUNGALOW FOR SALE 300SQ YARDS PROPER TWO UNITS,House,PKR8 Crore,"DHA Defence, Karachi, Sindh",6,300 Sq. Yd.,For Sale,5,1 day ago
158,Brand New Town House Available For SALE,House,PKR8.55 Crore,"Amir Khusro, Karachi, Sindh",5,250 Sq. Yd.,For Sale,5,1 day ago
159,BRAND NEW BUNGALOW FOR SALE NEAR QASIM,House,PKR21 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
160,Model Villa # 804 in Sector 14-B Dha City Karachi for sale - Ready to move,House,PKR1.8 Crore,PKR72 Lakh,PKR4.5 Lakh,24 Months,"DHA City Karachi, Karachi, Sindh",5,125 Sq. Yd.
161,Booking Apartments in Army Housing Scheme,Flat,PKR3 Crore,PKR30 Lakh,PKR9 Lakh,30 Months,"DHA City Karachi, Karachi, Sindh",5,310 Sq. Yd.
162,Flat For Sale - Metropolis Residency - 3 Bed DD,Flat,PKR3 Crore,"Jinnah Avenue, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
163,4 Bedrooms Specious Brand New Apartment For Sale In 70 Riviera Clifton,Flat,PKR5.5 Crore,"Clifton, Karachi, Sindh",5,311 Sq. Yd.,For Sale,4,1 day ago
164,CORNER FLAT FOR SALE 900 SQFT,Flat,PKR85 Lakh,"DHA Defence, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,1 day ago
165,2 Bed Lounge Flat For Sale In Brand New Apartment Of Safari Enclave,Flat,PKR70 Lakh,"University Road, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 day ago
166,BAHRIA SPORTS CITY 350 SQ. YDS LUXURY VILLA OPEN PIECE AVAILABLE FOR SALE,House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
167,"4 Bedroom Apartment In DHA Phase 5, Karachi",Flat,PKR6 Crore,"DHA Defence, Karachi, Sindh",5,356 Sq. Yd.,For Sale,4,1 day ago
168,Vvip Bungalow 150 Yard Portion Brand New,Lower Portion,PKR1.9 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,1 day ago
169,CORNER HOUSE IN GOOD LOCATION OF GULSHAN-E-IQBAL NEAR TO MAIN ROAD,House,PKR3.1 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,130 Sq. Yd.,For Sale,4,1 day ago
170,Furnished Brand New Apartment With Lift,Flat,PKR1 Crore,"DHA City Karachi, Karachi, Sindh",2,79 Sq. Yd.,For Sale,2,1 day ago
171,DOUBLE STORY WELL MAINTAINED BUNGALOW IN 60 FT WIDE LOCATION,House,PKR9.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,400 Sq. Yd.,For Sale,8,1 day ago
172,Shahjahan Heights Phase 2 Flat For Sale,Flat,PKR62.4 Lakh,PKR12 Lakh,PKR60 Thousand,30 Months,"Malir, Karachi, Sindh",2,89 Sq. Yd.
173,Vvip Flat New Building,Flat,PKR1.25 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,1 day ago
174,Brand New Apartment For Sale In Gohar Complex,Flat,PKR1.05 Crore,"Malir, Karachi, Sindh",3,117 Sq. Yd.,For Sale,3,1 day ago
175,500 Square Yards House Is Available For Sale,House,PKR9.95 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
176,500 Square Yards Ideally Located Bungalow For Sale In Falcon Complex New Malir Available,House,PKR9.45 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
177,IH- 500 SQ HOUSE FOR SALE,House,PKR10.75 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
178,HOUSE FOR SALE,House,PKR12 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
179,Centrally Located Flat Available In Gulistan-E-Jauhar - Block 15 For Sale,Flat,PKR1.85 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,4 days ago
180,BRAND NEW BUNGALOW FOR SALE DESIGN BAY ALI NAQVI,House,PKR40 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,1 day ago
181,Fully Renovated Apartment For Sale in Badar Commercial,Flat,PKR1.25 Crore,"DHA Defence, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 days ago
182,Apartment For Sale,Flat,PKR8.3 Crore,"Shaheed Millat Road, Karachi, Sindh",5,256 Sq. Yd.,For Sale,4,2 days ago
183,Apartment For Sale,Flat,PKR4.5 Crore,"Shaheed Millat Road, Karachi, Sindh",3,194 Sq. Yd.,For Sale,3,2 days ago
184,Flat Is Available For Sale In GOVERNMENT TEACHER HOUSING SOCIETY 16 A,Flat,PKR1.15 Crore,"Scheme 33, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,2 days ago
185,Apartment For Sale In Clifton Block 2 Park Facing Project,Flat,PKR2.55 Crore,"Clifton, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 day ago
186,1000 Sq. Yds. Well Maintained Luxurious Bungalow For Sale At Prime Location Of DHA Phase 6,House,PKR23 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,7,1 day ago
187,SAIMA PALMS 3 BED D/D MAIN ROAD FACING APARTMENT FOR SALE,Flat,PKR2.15 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 day ago
188,Brand New House Available For Sale,House,PKR2.85 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 day ago
189,Brand New House Available For Sale,House,PKR2.2 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 day ago
190,120 Sq Yd Bungalow Available In Saadi Town Scheme 33 Karachi For Sale,House,PKR1.85 Crore,"Scheme 33, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,1 day ago
191,120 Sq Yd Bungalow Available In Saadi Town Scheme 33 Karachi,House,PKR1.45 Crore,"Scheme 33, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,1 day ago
192,Single Story Bungalow 500 Sq. Yard For Sale Cheap Price In DHA Phase 5 Karachi.,House,PKR6.5 Crore,"DHA Defence, Karachi, Sindh",3,500 Sq. Yd.,For Sale,3,1 day ago
193,600 Yards 2 Units Very Well Maintained House Near Park,House,PKR14.95 Crore,"DHA Defence, Karachi, Sindh",6,600 Sq. Yd.,For Sale,6,1 day ago
194,Florida Apartment Available 6th Floor City Facing,Flat,PKR1.8 Crore,"DHA Defence, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,1 day ago
195,"LUXURIOUS 500 YARDS BUNGALOW FOR SALE IN DHA DEFENSE PHASE VI, KARACHI",House,PKR11.25 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
196,Prime Bungalow In Bahria Town Karachi Precinct 8 - Ideal For Family Living,House,PKR4.15 Crore,"Bahria Town Karachi, Karachi, Sindh",5,281 Sq. Yd.,For Sale,5,1 day ago
197,Brand New Apartment For Sale,Flat,PKR80 Lakh,"Malir, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 day ago
198,2250 Square Feet's Apartments Up For Sale In Bahria Town Karachi Precinct 19 ( Bahria Apartments ),Flat,PKR1.8 Crore,"Bahria Town Karachi, Karachi, Sindh",3,250 Sq. Yd.,For Sale,3,1 day ago
199,950 Square Feet's Apartments Up For Sale In Bahria Town Karachi Precinct 19 ( Bahria Apartments ),Flat,PKR72 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,1 day ago
200,"3 Bed Semi Furnished Apartments Located Main Jinnah Avenue, Near Malir Cant Check Post No 06, Karachi",Flat,PKR3 Crore,"Jinnah Avenue, Karachi, Sindh",3,217 Sq. Yd.,For Sale,3,4 days ago
201,"4 Bed Semi Furnished Duplex Flat Located Main Jinnah Avenue, Near Malir Cant Check Post No 06, Karachi",Flat,PKR4 Crore,"Jinnah Avenue, Karachi, Sindh",4,267 Sq. Yd.,For Sale,4,4 days ago
202,A Luxury Villa In Premium Block A,House,PKR3.95 Crore,"Naya Nazimabad, Karachi, Sindh",4,160 Sq. Yd.,For Sale,4,5 days ago
203,600 YARDS VERY WELL MAINTAINED BUNGALOW FOR SALE IN BEST LOCATION DHA PHASE 6,House,PKR13 Crore,"DHA Defence, Karachi, Sindh",6,600 Sq. Yd.,For Sale,6,5 days ago
204,500 YARD BRAND NEW BUNGALOW FOR SALE NEAR BADBAN,House,PKR20 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,8,5 days ago
205,Well Maintain 500 Sq Yards Independent House For Sale Prime Location Gulshan-e-iqbal Block-4,House,PKR12 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,2 days ago
206,Prime Location North Nazimabad - Block A Flat Sized 1000 Square Feet Is Available,Flat,PKR1.65 Crore,"North Nazimabad, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,2 days ago
207,West Open 3-Bedrooms Apartment ( Slightly Used ) For Sale In Big Bukhari Commercial First Floor with Lift,Flat,PKR1.88 Crore,"DHA Defence, Karachi, Sindh",3,139 Sq. Yd.,For Sale,3,2 days ago
208,120 Square Yard Double Storey House Gwalior Society Scheme 33,House,PKR2.79 Crore,"Scheme 33, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,1 day ago
209,READY TO MOVE 955 Sq Ft 2 Bed Lounge Flat FOR SALE Outer Corner Apartment With AMAZING VIEW,Flat,PKR72 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 days ago
210,Designer Built Bungalow Available For Sale,House,PKR22 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
211,Designer Built Bungalow Available For Sale,House,PKR32 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,7,1 day ago
212,Highly-coveted Corner 120 Square Yards House Is Available In KN Gohar Green City For sale,House,PKR3.3 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 day ago
213,"Prime Location 500 Square Yards House In Only Rs. 105,000,000",House,PKR11.95 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
214,Brand New 350 Square Yards House Is Available For sale In Falcon Complex New Malir,House,PKR8.5 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 day ago
215,Brand New 200 Sq Yard Lower Portion Available For Sale In Gulistan E Jauhar Block 13,Lower Portion,PKR2 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
216,SLIGHTLY USED APARTMENT IS AVAILABLE FOR SALE,Flat,PKR45 Lakh,"Korangi, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,1 day ago
217,1000 Yards Brand New Outclass Bungalow With Pool And Basement,House,PKR35 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,1 day ago
218,Spacious Flat Is Available For sale In Ideal Location Of Jami Commercial Area,Flat,PKR1.6 Crore,"DHA Defence, Karachi, Sindh",3,119 Sq. Yd.,For Sale,3,1 day ago
219,Gohar Complex 2Bed Lounge Luxury Apartment For Sale,Flat,PKR73 Lakh,"Malir, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 day ago
220,Luxury 4 Rooms Flat For Sale,Flat,PKR1 Crore,"Saddar Town, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,1 day ago
221,Bahria town karachi villa for sale p6 5 bedroom 2 unit villa brand new highted location aa+ contractions for more details contact us,House,PKR2.8 Crore,"Bahria Town Karachi, Karachi, Sindh",6,272 Sq. Yd.,For Sale,5,1 day ago
222,"Sale Direct 1000 Sq. Yds Brand New Bungalow , American Kitchen, 6 Bedroom, Swimming Pool, Basement Car Parking, Lush Lawn , Basement Theartor, Carparking , Zulfiqar Street, Phase 8, By Well Know Architect By",House,PKR40 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,1 day ago
223,DHA PHASE 1 OLD SINGLE STORY BUNGALOW,House,PKR14 Crore,"DHA Defence, Karachi, Sindh",4,900 Sq. Yd.,For Sale,4,1 day ago
224,"APARTMENT FOR SALE
3 BED DRAWING DINING
DHA PHASE VI",Flat,PKR1.9 Crore,"DHA Defence, Karachi, Sindh",3,128 Sq. Yd.,For Sale,3,1 day ago
225,500 Yards Brand New Bungalow For Sale In DHA Phase 8,House,PKR18 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,7,5 days ago
226,Flat In Sea View Apartments For Sale,Flat,PKR3.85 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,5 days ago
227,Affordable Flat Of 2700 Square Feet Is Available For sale,Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,5 days ago
228,Avail Yourself A Great 375 Square Yards House In Askari 5 - Sector J,House,PKR8.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,5 days ago
229,2bed/D/D Fully Renovated Flat Available For Sale In VIP Block-7 Gulshan-E-Iqbal,Flat,PKR1.45 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,6 days ago
230,On Excellent Location Flat For Sale In Bath Island,Flat,PKR3.6 Crore,"Bath Island, Karachi, Sindh",3,167 Sq. Yd.,For Sale,2,2 days ago
231,3000 Sqft Plus 3000 Sqf Mehran Luxuria Apartment Available For Sale In With Roof Clifton Karachi,Flat,PKR17.5 Crore,"Clifton, Karachi, Sindh",6,333 Sq. Yd.,For Sale,4,2 days ago
232,End Your Search For Prime Location House Here And sale Now,House,PKR6.1 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,240 Sq. Yd.,For Sale,9,2 days ago
233,Brand New 2 Bed Lounge Apartment Available For Sale In Akhtar Colony Near To DHA Karachi,Flat,PKR45 Lakh,"Jamshed Town, Karachi, Sindh",3,79 Sq. Yd.,For Sale,2,2 days ago
234,Prime Location 1400 Square Feet Flat For Sale In North Nazimabad,Flat,PKR2.49 Crore,"North Nazimabad, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,52 minutes ago
235,Brand New 120 Yards Bungalow Available For Sale,House,PKR5.75 Crore,"DHA Defence, Karachi, Sindh",5,120 Sq. Yd.,For Sale,5,1 day ago
236,Designer Built Bungalow Available For Sale,House,PKR75 Crore,"DHA Defence, Karachi, Sindh",-,"2,000 Sq. Yd.",For Sale,8,1 day ago
237,House For Sale In Buffer Zone Sector 15/B,House,PKR2.3 Crore,"North Karachi, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,1 day ago
238,Flat For Sale Al Ghafoor Sky Tower Sector North Karachi Main Power House Chowrangi,Flat,PKR28 Lakh,"North Karachi, Karachi, Sindh",-,49 Sq. Yd.,For Sale,-,1 day ago
239,FLAT SALE IN NORTH TOWN RESIDENCY,Flat,PKR28.56 Lakh,"North Karachi, Karachi, Sindh",1,63 Sq. Yd.,For Sale,1,1 day ago
240,2 bed lounge apartment For Sale in Malir At Rafi Pride 2 Near Jamia Millia Road Karachi,Flat,PKR35 Lakh,"Malir, Karachi, Sindh",2,50 Sq. Yd.,For Sale,2,1 day ago
241,Flat Is Available For Sale On Easy Instalment In Sadaya Tower,Flat,PKR57 Lakh,"Malir, Karachi, Sindh",2,79 Sq. Yd.,For Sale,2,1 day ago
242,DEFENCE PHASE 1 BUNGALOW FOR SALE,House,PKR12.5 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,8,1 day ago
243,"500 YARDS BUNGALOW FOR SALE DHA DEFENCE PHASE 6,KARACHI",House,PKR8.5 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
244,we deal at sale purchase in villas at Bahira town Karachi ali block 4 bed 3 bed villa available at very reasonable price A +++ construction,House,PKR1.26 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,1 day ago
245,Excellent condition Flat in Nazimabad Karachi,Flat,PKR55 Lakh,"Nazimabad, Karachi, Sindh",2,125 Sq. Yd.,For Sale,2,1 day ago
246,BUNGALOW FOR SALE,House,PKR15 Crore,"DHA Defence, Karachi, Sindh",6,675 Sq. Yd.,For Sale,9,45 minutes ago
247,"4 BED DD AVAILABLE FOR SALE*
PROJECT :*ZULEKHA COMFORTS*",Flat,PKR7.5 Crore,"Shaheed Millat Road, Karachi, Sindh",5,267 Sq. Yd.,For Sale,4,1 day ago
248,500yd Bungalow for sale,House,PKR10.5 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,4,1 day ago
249,250 SQ YARDS HOUSE FOR SALE PRECINCT-06 Bahria Town Karachi.,House,PKR2.7 Crore,"Bahria Town Karachi, Karachi, Sindh",5,250 Sq. Yd.,For Sale,5,1 day ago
250,"4 BED/D/D Duplexes 2450 Sq/ft Ultra Luxurious Ready To Move In, Brand New, Metropolis Residency Duplex Apartment",Flat,PKR4 Crore,"Jinnah Avenue, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,6 days ago
251,3 Bed/D/D Neat And Clean 2nd Floor Lift Full Tiles 2nd Floor Near Continental Bakery Juhar,Flat,PKR2.15 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,6 days ago
252,Lucky One Apartment 3 Bed/D/D (Executive),Flat,PKR3.85 Crore,"Rashid Minhas Road, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,6 days ago
253,Gohar Tower Apartments 3 Bed/D/D Brand New First Floor,Flat,PKR1.65 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,161 Sq. Yd.,For Sale,3,6 days ago
254,2 Bedrooms Apartment First Floor VIP Block 16 Gulistan-e-Jauhar,Flat,PKR1.15 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,6 days ago
255,Get In Touch Now To Buy A Prime Location Flat In Karachi,Flat,PKR2.45 Crore,"North Nazimabad, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,52 minutes ago
256,Highly-Desirable Prime Location 2600 Square Feet Flat Available In North Nazimabad - Block F,Flat,PKR3.65 Crore,"North Nazimabad, Karachi, Sindh",4,289 Sq. Yd.,For Sale,3,52 minutes ago
257,Imperial Residency 3500sqft 4 Bed With DD Plus Maidroom Main Tariq Road Next To Main Shaheed-E-Millat Road,Flat,PKR7.75 Crore,PKR3.19 Crore,PKR9.5 Lakh,48 Months,"Tariq Road, Karachi, Sindh",5,389 Sq. Yd.
258,A Great Choice For A Prime Location 1000 Square Feet Flat Available In PECHS Block 6,Flat,PKR1.6 Crore,"Jamshed Town, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,2 days ago
259,Prime Location 120 Square Yards House In Central Saadi Town - Block 7 For Sale,House,PKR2.4 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
260,Brand New Designer Built Bungalow Available For Sale,House,PKR16.5 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
261,Brand New 300 Yards Bungalow Available For Sale,House,PKR10.5 Crore,"DHA Defence, Karachi, Sindh",5,300 Sq. Yd.,For Sale,5,1 day ago
262,House Is Available For Sale,House,PKR6.5 Crore,"Cantt, Karachi, Sindh",5,400 Sq. Yd.,For Sale,8,1 day ago
263,DHA PHASE 7EXT BEAUTIFUL BUNGALOW FOR SALE,House,PKR4.9 Crore,"DHA Defence, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,1 day ago
264,BRAND NEW PORTION FIRST FLOOR,Upper Portion,PKR98 Lakh,"Nazimabad, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 day ago
265,WEST OPEN NEW PORTION FOR SALE,Upper Portion,PKR90 Lakh,"Nazimabad, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 day ago
266,Ready To Move Villa In Ali Block Semi Furnished Bahria Town Karachi,House,PKR1 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,4,1 day ago
267,235 SQ YARDS HOUSE FOR SALE PRECINCT-27 Bahria Town Karachi.,House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 day ago
268,250 SQ YARDS HOUSE FOR SALE PRECINCT-8 Bahria Town Karachi.,House,PKR3 Crore,"Bahria Town Karachi, Karachi, Sindh",5,250 Sq. Yd.,For Sale,5,1 day ago
269,Affordable House Available For Sale In Falcon Complex New Malir,House,PKR8.15 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
270,HASAN EXTENTION FLAT FOR SALE 3BED DD WEST OPEN CAR PARKING BOUNDARIES WALL SECURITY GUARDS BLOCK 13A GULSHAN E IQBAL INTEREST PERSON CALL,Flat,PKR2.4 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
271,Bungalow 500 yards House For Sale,House,PKR11 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
272,500 Square Yard Brand New House Is Available For Sale,House,PKR10 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
273,House For Sale,House,PKR8 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
274,*Prime 4-Bedroom Apartment for Sale in DHA Karachi Phase 8*,Flat,PKR4.5 Crore,"DHA Defence, Karachi, Sindh",5,200 Sq. Yd.,For Sale,4,1 day ago
275,3 Bed/D/D Billy'S Towers 5th Floor Lift Parking Available,Flat,PKR82 Lakh,"Rashid Minhas Road, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,6 days ago
276,Luxury 4 Bedroom Apartment Located At Scheme 33,Flat,PKR4 Crore,"Saadi Road, Karachi, Sindh",4,367 Sq. Yd.,For Sale,4,6 days ago
277,3 Bed Brand New Portion Ideal Location Block 7 Gulshan-E-Iqbal,Upper Portion,PKR2.45 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,6 days ago
278,120 Yard Corner Double Storey Brand New House In Block 6 Gulshan-E-Iqbal,House,PKR4.2 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,6 days ago
279,"400 Yard Maintain 1 Unit House in Block 6, Near Disco Bakery, Gulshan-e-Iqbal.",House,PKR9 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,400 Sq. Yd.,For Sale,5,6 days ago
280,Near To Park House For Sale In Rs 40000000,House,PKR4 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 days ago
281,Prime Location 450 Square Yards House For Sale In Beautiful Gulistan-E-Jauhar - Block 14,House,PKR8.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,450 Sq. Yd.,For Sale,6,2 days ago
282,Lavish Bungalow For Sale,House,PKR7 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,310 Sq. Yd.,For Sale,6,2 days ago
283,Get In Touch Now To Buy A Prime Location Flat In Rufi Lake Drive Apartments Rufi Lake Drive Apartments,Flat,PKR2.1 Crore,"Rufi Lake Drive Apartments, Karachi, Sindh",4,26 Sq. Yd.,For Sale,4,2 days ago
284,400 Yards Banglow ON SALE In North Nazim Abad,House,PKR4.25 Crore,"North Nazimabad, Karachi, Sindh",3,400 Sq. Yd.,For Sale,4,2 days ago
285,Brand New Designer Built 500 Yards Bungalow Available For Sale,House,PKR22 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
286,BRAND NEW 800 YARDS BUNGALOW AVAILABLE FOR SALE,House,PKR29 Crore,"DHA Defence, Karachi, Sindh",6,800 Sq. Yd.,For Sale,6,1 day ago
287,Chance Deal. 100 Yards West Open Slightly Used Bungalow With Basement Prime Location Dha Phase 7 Extension,House,PKR3.8 Crore,"DHA Defence, Karachi, Sindh",5,100 Sq. Yd.,For Sale,4,1 day ago
